"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Seated Cable Row - V Grip (Cable)",,"up next time",2,"normal",105,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Face Pull",,"",0,"normal",57.5,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Face Pull",,"",1,"normal",57.5,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Face Pull",,"",2,"normal",57.5,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Dumbbell Row",,"",0,"normal",40,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Dumbbell Row",,"",1,"normal",40,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Dumbbell Row",,"",2,"normal",40,10,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Seated Incline Curl (Dumbbell)",,"17.5x9",0,"normal",25,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Seated Incline Curl (Dumbbell)",,"17.5x9",1,"normal",25,8,,,
"🦾","4 Jun 2025, 16:57","4 Jun 2025, 17:35","","Seated Incline Curl (Dumbbell)",,"17.5x9",2,"dropset",25,7,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Hip Thrust (Barbell)",,"",0,"normal",180,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Hip Thrust (Barbell)",,"",1,"normal",180,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Hip Thrust (Barbell)",,"",2,"normal",180,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Leg Press (Machine)",,"",0,"warmup",180,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Leg Press (Machine)",,"",1,"normal",270,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Leg Press (Machine)",,"",2,"normal",270,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Leg Press (Machine)",,"",3,"normal",270,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Calf Press (Machine)",,"",0,"normal",410,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Calf Press (Machine)",,"",1,"normal",410,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Calf Press (Machine)",,"",2,"normal",410,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Seated Leg Curl (Machine)",,"",0,"normal",90,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Seated Leg Curl (Machine)",,"",1,"normal",80,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Seated Leg Curl (Machine)",,"",2,"normal",80,7,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Hip Adduction (Machine)",,"",0,"normal",90,10,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Hip Adduction (Machine)",,"",1,"normal",90,10,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Bulgarian Split Squat",,"",0,"normal",22.5,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Bulgarian Split Squat",,"",1,"normal",22.5,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Bulgarian Split Squat",,"",2,"normal",22.5,8,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Romanian Deadlift (Dumbbell)",,"",0,"normal",35,10,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Romanian Deadlift (Dumbbell)",,"",1,"normal",35,10,,,
"🍑","3 Jun 2025, 17:24","3 Jun 2025, 18:06","","Romanian Deadlift (Dumbbell)",,"",2,"normal",35,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Crunch (Weighted)",,"",0,"normal",35,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Crunch (Weighted)",,"",1,"normal",35,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Crunch (Weighted)",,"",2,"normal",35,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Side Bend (Dumbbell)",,"",0,"normal",45,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Side Bend (Dumbbell)",,"",1,"normal",45,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Bench Press (Dumbbell)",,"",0,"normal",45,7,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Bench Press (Dumbbell)",,"",1,"normal",45,6,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Bench Press (Dumbbell)",,"",2,"normal",45,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Skullcrusher (Dumbbell)",,"25 next",0,"normal",22.5,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Skullcrusher (Dumbbell)",,"25 next",1,"normal",22.5,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Skullcrusher (Dumbbell)",,"25 next",2,"failure",22.5,15,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Lateral Raise (Dumbbell)",0,"",0,"normal",25,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Lateral Raise (Dumbbell)",0,"",1,"normal",25,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Lateral Raise (Dumbbell)",0,"",2,"normal",25,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Shrug (Dumbbell)",0,"",0,"normal",45,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Shrug (Dumbbell)",0,"",1,"normal",45,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Shrug (Dumbbell)",0,"",2,"normal",45,10,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Triceps Extension (Cable)",,"",0,"normal",20,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Triceps Extension (Cable)",,"",1,"normal",20,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Triceps Extension (Cable)",,"",2,"normal",20,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Cable Fly Crossovers",,"",0,"normal",25,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Cable Fly Crossovers",,"",1,"normal",25,8,,,
"sisyphus fr","2 Jun 2025, 17:04","2 Jun 2025, 17:45","","Cable Fly Crossovers",,"",2,"normal",25,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Back Extension (Weighted Hyperextension)",,"",0,"normal",35,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Back Extension (Weighted Hyperextension)",,"",1,"normal",35,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Back Extension (Weighted Hyperextension)",,"",2,"normal",35,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Bicep Curl (Dumbbell)",,"",0,"normal",30,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Bicep Curl (Dumbbell)",,"",1,"normal",30,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Bicep Curl (Dumbbell)",,"",2,"failure",30,10,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Lat Pulldown (Cable)",,"",0,"normal",100,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Lat Pulldown (Cable)",,"",1,"normal",100,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Lat Pulldown (Cable)",,"",2,"normal",100,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",105,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",105,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",105,10,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Face Pull",,"",0,"normal",57.5,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Face Pull",,"",1,"normal",57.5,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Face Pull",,"",2,"normal",57.5,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Dumbbell Row",,"",0,"normal",40,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Dumbbell Row",,"",1,"normal",40,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Dumbbell Row",,"",2,"normal",40,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Seated Incline Curl (Dumbbell)",,"17.5x6",0,"normal",25,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Seated Incline Curl (Dumbbell)",,"17.5x6",1,"normal",25,8,,,
"🦾","30 May 2025, 16:56","30 May 2025, 17:30","","Seated Incline Curl (Dumbbell)",,"17.5x6",2,"dropset",25,10,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Hip Thrust (Barbell)",,"",0,"normal",180,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Hip Thrust (Barbell)",,"",1,"normal",180,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Hip Thrust (Barbell)",,"",2,"normal",180,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Leg Press (Machine)",,"",0,"warmup",180,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Leg Press (Machine)",,"",1,"normal",270,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Leg Press (Machine)",,"",2,"normal",270,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Leg Press (Machine)",,"",3,"normal",270,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Calf Press (Machine)",,"",0,"normal",410,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Calf Press (Machine)",,"",1,"normal",410,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Calf Press (Machine)",,"",2,"normal",410,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Seated Leg Curl (Machine)",,"",0,"normal",90,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Seated Leg Curl (Machine)",,"",2,"normal",90,6,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Hip Adduction (Machine)",,"",0,"normal",90,10,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Hip Adduction (Machine)",,"",1,"normal",90,10,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Bulgarian Split Squat",,"",0,"normal",22.5,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Bulgarian Split Squat",,"",1,"normal",22.5,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Bulgarian Split Squat",,"",2,"normal",22.5,8,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Romanian Deadlift (Dumbbell)",,"",0,"normal",35,10,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Romanian Deadlift (Dumbbell)",,"",1,"normal",35,10,,,
"🍑","29 May 2025, 17:21","29 May 2025, 17:58","","Romanian Deadlift (Dumbbell)",,"",2,"normal",35,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Crunch (Weighted)",,"",0,"normal",35,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Crunch (Weighted)",,"",1,"normal",35,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Crunch (Weighted)",,"",2,"normal",35,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Side Bend (Dumbbell)",,"",0,"normal",45,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Side Bend (Dumbbell)",,"",1,"normal",45,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Bench Press (Dumbbell)",,"",0,"normal",35,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Bench Press (Dumbbell)",,"",1,"normal",40,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Skullcrusher (Dumbbell)",,"",0,"normal",22.5,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Skullcrusher (Dumbbell)",,"",1,"normal",22.5,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Skullcrusher (Dumbbell)",,"",2,"failure",22.5,14,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Lateral Raise (Dumbbell)",0,"",0,"normal",25,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Lateral Raise (Dumbbell)",0,"",1,"normal",25,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Lateral Raise (Dumbbell)",0,"",2,"normal",25,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Shrug (Dumbbell)",0,"",0,"normal",45,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Shrug (Dumbbell)",0,"",1,"normal",45,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Shrug (Dumbbell)",0,"",2,"normal",45,10,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Triceps Extension (Cable)",,"",0,"normal",15,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Triceps Extension (Cable)",,"",1,"normal",15,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Triceps Extension (Cable)",,"",2,"normal",15,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Cable Fly Crossovers",,"",0,"normal",25,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Cable Fly Crossovers",,"",1,"normal",25,8,,,
"sisyphus fr","27 May 2025, 17:06","27 May 2025, 17:45","","Cable Fly Crossovers",,"",2,"normal",25,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Crunch (Weighted)",,"",0,"normal",25,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Crunch (Weighted)",,"",1,"normal",25,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Crunch (Weighted)",,"",2,"normal",25,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Side Bend (Dumbbell)",,"",0,"normal",35,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Side Bend (Dumbbell)",,"",1,"normal",35,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Bench Press (Dumbbell)",,"",0,"normal",40,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Bench Press (Dumbbell)",,"",1,"normal",40,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Skullcrusher (Dumbbell)",,"",0,"normal",25,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Skullcrusher (Dumbbell)",,"",1,"normal",22.5,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Skullcrusher (Dumbbell)",,"",2,"failure",22.5,9,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Lateral Raise (Dumbbell)",0,"",0,"normal",22.5,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Lateral Raise (Dumbbell)",0,"",1,"normal",22.5,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Lateral Raise (Dumbbell)",0,"",2,"normal",22.5,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Shrug (Dumbbell)",0,"",0,"normal",45,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Shrug (Dumbbell)",0,"",1,"normal",45,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Shrug (Dumbbell)",0,"",2,"normal",45,10,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Triceps Extension (Cable)",,"",0,"normal",15,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Triceps Extension (Cable)",,"",1,"normal",15,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Triceps Extension (Cable)",,"",2,"normal",15,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Cable Fly Crossovers",,"set to 5",0,"normal",25,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Cable Fly Crossovers",,"set to 5",1,"normal",25,8,,,
"sisyphus fr","21 May 2025, 16:45","21 May 2025, 17:23","","Cable Fly Crossovers",,"set to 5",2,"normal",25,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Back Extension (Weighted Hyperextension)",,"",0,"normal",30,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Back Extension (Weighted Hyperextension)",,"",1,"normal",30,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Back Extension (Weighted Hyperextension)",,"",2,"normal",30,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Bicep Curl (Dumbbell)",,"",0,"normal",30,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Bicep Curl (Dumbbell)",,"",1,"normal",30,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Bicep Curl (Dumbbell)",,"",2,"failure",30,12,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Lat Pulldown (Cable)",,"",0,"normal",100,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Lat Pulldown (Cable)",,"",1,"normal",100,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Lat Pulldown (Cable)",,"",2,"normal",100,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",105,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",105,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",105,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Face Pull",,"",0,"normal",57.5,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Face Pull",,"",1,"normal",57.5,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Face Pull",,"",2,"normal",57.5,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",40,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",35,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",35,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Seated Incline Curl (Dumbbell)",,"15x10 drop 25 &17 next?",0,"normal",22.5,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Seated Incline Curl (Dumbbell)",,"15x10 drop 25 &17 next?",1,"normal",22.5,8,,,
"🦾","20 May 2025, 17:16","20 May 2025, 17:57","","Seated Incline Curl (Dumbbell)",,"15x10 drop 25 &17 next?",2,"dropset",22.5,10,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Hip Thrust (Barbell)",,"",0,"normal",180,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Hip Thrust (Barbell)",,"",1,"normal",180,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Hip Thrust (Barbell)",,"",2,"normal",180,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Leg Press (Machine)",,"",0,"warmup",180,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Leg Press (Machine)",,"",1,"normal",230,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Leg Press (Machine)",,"",2,"normal",230,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Leg Press (Machine)",,"",3,"normal",230,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Calf Press (Machine)",,"",0,"normal",410,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Calf Press (Machine)",,"",1,"normal",410,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Calf Press (Machine)",,"",2,"normal",410,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Seated Leg Curl (Machine)",,"",0,"normal",90,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Seated Leg Curl (Machine)",,"",1,"normal",70,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Seated Leg Curl (Machine)",,"",2,"normal",70,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Hip Adduction (Machine)",,"",0,"normal",82.5,10,,,
