"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Hip Adduction (Machine)",,"",1,"normal",82.5,10,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Bulgarian Split Squat",,"",0,"normal",25,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Bulgarian Split Squat",,"",1,"normal",25,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Bulgarian Split Squat",,"",2,"normal",25,8,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Romanian Deadlift (Dumbbell)",,"",0,"normal",35,10,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Romanian Deadlift (Dumbbell)",,"",1,"normal",35,10,,,
"🍑","19 May 2025, 16:37","19 May 2025, 17:25","","Romanian Deadlift (Dumbbell)",,"",2,"normal",35,10,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Crunch (Weighted)",,"",0,"normal",25,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Crunch (Weighted)",,"",1,"normal",25,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Crunch (Weighted)",,"",2,"normal",25,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Side Bend (Dumbbell)",,"",0,"normal",35,10,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Side Bend (Dumbbell)",,"",1,"normal",35,10,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Bench Press (Dumbbell)",,"",0,"normal",40,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Bench Press (Dumbbell)",,"",1,"normal",40,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Bench Press (Dumbbell)",,"",2,"normal",40,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Skullcrusher (Dumbbell)",,"",0,"normal",22.5,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Skullcrusher (Dumbbell)",,"",1,"normal",22.5,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Skullcrusher (Dumbbell)",,"",2,"failure",22.5,10,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Lateral Raise (Dumbbell)",0,"",0,"normal",22.5,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Lateral Raise (Dumbbell)",0,"",1,"normal",22.5,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Lateral Raise (Dumbbell)",0,"",2,"normal",22.5,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Shrug (Dumbbell)",0,"",0,"normal",45,10,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Shrug (Dumbbell)",0,"",1,"normal",45,10,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Shrug (Dumbbell)",0,"",2,"normal",45,10,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Triceps Extension (Cable)",,"",0,"normal",15,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Triceps Extension (Cable)",,"",1,"normal",15,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Triceps Extension (Cable)",,"",2,"normal",15,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Cable Fly Crossovers",,"",0,"normal",25,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Cable Fly Crossovers",,"",1,"normal",25,8,,,
"sisyphus fr","12 May 2025, 16:44","12 May 2025, 17:20","","Cable Fly Crossovers",,"",2,"normal",25,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Back Extension (Weighted Hyperextension)",,"",0,"normal",35,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Back Extension (Weighted Hyperextension)",,"",1,"normal",35,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Back Extension (Weighted Hyperextension)",,"",2,"normal",35,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Bicep Curl (Dumbbell)",,"",0,"normal",30,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Bicep Curl (Dumbbell)",,"",1,"normal",30,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Bicep Curl (Dumbbell)",,"",2,"failure",30,9,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Lat Pulldown (Cable)",,"",0,"normal",100,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Lat Pulldown (Cable)",,"",1,"normal",100,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Lat Pulldown (Cable)",,"",2,"normal",100,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",105,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",105,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",105,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Face Pull",,"",0,"normal",57.5,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Face Pull",,"",1,"normal",57.5,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Face Pull",,"",2,"normal",57.5,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Dumbbell Row",,"",0,"normal",35,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Dumbbell Row",,"",1,"normal",35,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Dumbbell Row",,"",2,"normal",35,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Seated Incline Curl (Dumbbell)",,"15x12 drop",0,"normal",22.5,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Seated Incline Curl (Dumbbell)",,"15x12 drop",1,"normal",22.5,8,,,
"🦾","7 May 2025, 16:54","7 May 2025, 17:30","","Seated Incline Curl (Dumbbell)",,"15x12 drop",2,"dropset",22.5,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Side Bend (Dumbbell)",,"",0,"normal",35,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Side Bend (Dumbbell)",,"",1,"normal",35,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Crunch (Weighted)",,"",0,"normal",25,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Crunch (Weighted)",,"",1,"normal",25,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Crunch (Weighted)",,"",2,"normal",25,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Bench Press (Dumbbell)",,"40 next time",0,"normal",35,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Bench Press (Dumbbell)",,"40 next time",1,"normal",35,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Bench Press (Dumbbell)",,"40 next time",2,"normal",35,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Skullcrusher (Dumbbell)",,"",0,"normal",22.5,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Skullcrusher (Dumbbell)",,"",1,"normal",22.5,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Skullcrusher (Dumbbell)",,"",2,"failure",22.5,9,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Lateral Raise (Dumbbell)",0,"",0,"normal",22.5,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Lateral Raise (Dumbbell)",0,"",1,"normal",22.5,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Lateral Raise (Dumbbell)",0,"",2,"normal",22.5,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Shrug (Dumbbell)",0,"",0,"normal",45,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Shrug (Dumbbell)",0,"",1,"normal",45,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Shrug (Dumbbell)",0,"",2,"normal",45,10,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Triceps Extension (Cable)",,"",0,"normal",15,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Triceps Extension (Cable)",,"",1,"normal",15,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Triceps Extension (Cable)",,"",2,"dropset",15,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Cable Fly Crossovers",,"",0,"normal",25,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Cable Fly Crossovers",,"",1,"normal",25,8,,,
"sisyphus fr","6 May 2025, 17:33","6 May 2025, 18:06","","Cable Fly Crossovers",,"",2,"normal",25,6,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Bicep Curl (Dumbbell)",,"you can do 30",0,"normal",25,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Bicep Curl (Dumbbell)",,"you can do 30",1,"normal",25,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Bicep Curl (Dumbbell)",,"you can do 30",2,"failure",25,17,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Lat Pulldown (Cable)",,"",0,"normal",100,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Lat Pulldown (Cable)",,"",1,"normal",100,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Lat Pulldown (Cable)",,"",2,"normal",100,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Seated Cable Row - V Grip (Cable)",,"",0,"normal",110,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Seated Cable Row - V Grip (Cable)",,"",1,"normal",110,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Seated Cable Row - V Grip (Cable)",,"",2,"normal",110,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",50,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",50,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Face Pull",,"",0,"normal",60,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Face Pull",,"",1,"normal",60,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Face Pull",,"",2,"normal",60,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Dumbbell Row",,"",0,"normal",35,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Dumbbell Row",,"",1,"normal",35,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Dumbbell Row",,"",2,"normal",35,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Seated Incline Curl (Dumbbell)",,"dropped to 15x8",0,"normal",22.5,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Seated Incline Curl (Dumbbell)",,"dropped to 15x8",1,"normal",22.5,8,,,
"🦾","23 Apr 2025, 17:58","23 Apr 2025, 18:37","first time on this routine, could totally up the weight in one or two exercises but lots of potential!","Seated Incline Curl (Dumbbell)",,"dropped to 15x8",2,"dropset",22.5,5,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Hip Thrust (Barbell)",,"",0,"normal",180,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Hip Thrust (Barbell)",,"",1,"normal",180,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Hip Thrust (Barbell)",,"",2,"normal",180,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Bulgarian Split Squat",,"",0,"normal",25,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Bulgarian Split Squat",,"",1,"normal",25,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Bulgarian Split Squat",,"",2,"normal",25,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Leg Press (Machine)",,"",0,"normal",180,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Leg Press (Machine)",,"",1,"normal",230,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Leg Press (Machine)",,"",2,"normal",230,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Leg Press (Machine)",,"",3,"normal",230,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Calf Press (Machine)",,"",0,"normal",360,10,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Calf Press (Machine)",,"",1,"normal",360,10,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Calf Press (Machine)",,"",2,"normal",360,10,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Seated Leg Curl (Machine)",,"",0,"normal",90,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Seated Leg Curl (Machine)",,"",1,"normal",90,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Seated Leg Curl (Machine)",,"",2,"normal",90,6,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Leg Extension (Machine)",,"skipped last",0,"normal",140,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Leg Extension (Machine)",,"skipped last",1,"normal",140,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Leg Extension (Machine)",,"skipped last",2,"normal",140,8,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Hip Adduction (Machine)",,"",0,"normal",90,10,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Hip Adduction (Machine)",,"",1,"normal",90,10,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Romanian Deadlift (Dumbbell)",,"",0,"normal",35,10,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Romanian Deadlift (Dumbbell)",,"",1,"normal",35,10,,,
"🍑","22 Apr 2025, 16:41","22 Apr 2025, 17:30","","Romanian Deadlift (Dumbbell)",,"",2,"normal",35,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Side Bend (Dumbbell)",,"",0,"normal",35,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Side Bend (Dumbbell)",,"",1,"normal",35,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Back Extension (Weighted Hyperextension)",,"",0,"normal",35,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Back Extension (Weighted Hyperextension)",,"",1,"normal",35,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Crunch (Weighted)",,"",0,"normal",25,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Crunch (Weighted)",,"",1,"normal",25,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Bench Press (Barbell)",,"had to do right after fly’s maybe increase weight or reps to 115/8, prioritize full motion",0,"normal",95,6,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Bench Press (Barbell)",,"had to do right after fly’s maybe increase weight or reps to 115/8, prioritize full motion",1,"normal",95,6,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Bench Press (Barbell)",,"had to do right after fly’s maybe increase weight or reps to 115/8, prioritize full motion",2,"normal",95,6,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Skullcrusher (Dumbbell)",,"22.5 next time?",0,"normal",20,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Skullcrusher (Dumbbell)",,"22.5 next time?",1,"normal",20,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Skullcrusher (Dumbbell)",,"22.5 next time?",2,"failure",20,14,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Lateral Raise (Dumbbell)",0,"",0,"normal",22.5,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Lateral Raise (Dumbbell)",0,"",1,"normal",22.5,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Lateral Raise (Dumbbell)",0,"",2,"normal",22.5,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Shrug (Dumbbell)",0,"",0,"normal",45,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Shrug (Dumbbell)",0,"",1,"normal",45,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Shrug (Dumbbell)",0,"",2,"normal",45,10,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Single Arm Tricep Extension (Dumbbell)",,"maybe 25 next time drop to 17.5",0,"normal",17.5,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Single Arm Tricep Extension (Dumbbell)",,"maybe 25 next time drop to 17.5",1,"normal",20,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Single Arm Tricep Extension (Dumbbell)",,"maybe 25 next time drop to 17.5",2,"dropset",20,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Cable Fly Crossovers",,"8+2 height, weight is each side",0,"normal",20,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Cable Fly Crossovers",,"8+2 height, weight is each side",1,"normal",25,8,,,
"sisyphus fr","21 Apr 2025, 17:18","21 Apr 2025, 18:07","CRAZY new routine went hard","Cable Fly Crossovers",,"8+2 height, weight is each side",2,"normal",25,8,,,